Frame,lane1 X,lane1 Y,lane1 Z,lane1 pitch,lane1 yaw,lane1 roll,lane2 X,lane2 Y,lane2 Z,lane2 pitch,lane2 yaw,lane2 roll,lane3 X,lane3 Y,lane3 Z,lane3 pitch,lane3 yaw,lane3 roll,lane4 X,lane4 Y,lane4 Z,lane4 pitch,lane4 yaw,lane4 roll
45,-5.900001049041748,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-9.250000953674316,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-13.030000686645508,150.14999389648438,0.035790860652923584,0.0,89.99998474121094,0.0,-16.25,150.14999389648438,0.03579189255833626,0.0,89.99998474121094,0.0
46,-5.900001049041748,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-9.250000953674316,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-13.030000686645508,150.14999389648438,0.035790860652923584,0.0,89.99998474121094,0.0,-16.25,150.14999389648438,0.03579189255833626,0.0,89.99998474121094,0.0
47,-5.900001049041748,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-9.250000953674316,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-13.030000686645508,150.14999389648438,0.035790860652923584,0.0,89.99998474121094,0.0,-16.25,150.14999389648438,0.03579189255833626,0.0,89.99998474121094,0.0
48,-5.900001049041748,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-9.250000953674316,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-13.030000686645508,150.14999389648438,0.035790860652923584,0.0,89.99998474121094,0.0,-16.25,150.14999389648438,0.03579189255833626,0.0,89.99998474121094,0.0
49,-5.900001049041748,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-9.250000953674316,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-13.030000686645508,150.14999389648438,0.035790860652923584,0.0,89.99998474121094,0.0,-16.25,150.14999389648438,0.03579189255833626,0.0,89.99998474121094,0.0
50,-5.900001049041748,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-9.250000953674316,150.14999389648438,0.03579181432723999,0.0,89.99998474121094,0.0,-13.030000686645508,150.14999389648438,0.035790860652923584,0.0,89.99998474121094,0.0,-16.25,150.14999389648438,0.03579189255833626,0.0,89.99998474121094,0.0
51,-5.900007247924805,150.15000915527344,0.03579326719045639,-0.00012294339830987155,89.99962615966797,-0.00164794921875,-9.250008583068848,150.15000915527344,0.035793837159872055,-0.00021856604143977165,89.99974822998047,-0.0013732911320403218,-13.03000545501709,150.15000915527344,0.03579208254814148,-9.56226431299001e-05,89.99956512451172,-0.0016784665640443563,-16.25000762939453,150.15000915527344,0.035794179886579514,-0.00021856604143977165,89.99974822998047,-0.0013732911320403218
52,-5.893282413482666,150.16270446777344,0.035058364272117615,0.07022117078304291,89.74076843261719,0.14502441883087158,-9.24476146697998,150.16390991210938,0.03499007970094681,0.07667569816112518,89.80082702636719,0.11252856254577637,-13.02281379699707,150.1622314453125,0.03508468717336655,0.06763935834169388,89.72120666503906,0.15546569228172302,-16.2448787689209,150.1639862060547,0.034985847771167755,0.07709234207868576,89.80542755126953,0.10997121781110764
53,-5.878162860870361,150.19357299804688,0.033736687153577805,0.19716022908687592,89.14089965820312,0.3563404083251953,-9.232993125915527,150.19754028320312,0.0335567481815815,0.21410593390464783,89.33856964111328,0.2765175700187683,-13.006624221801758,150.19198608398438,0.03380782902240753,0.1903778463602066,89.07659912109375,0.3820318281650543,-16.23337173461914,150.19778442382812,0.03354534134268761,0.21519875526428223,89.35372161865234,0.27028197050094604
54,-5.856129169464111,150.2425079345703,0.03217361494898796,0.34721946716308594,88.28755187988281,0.5388226509094238,-9.215642929077148,150.25009155273438,0.03190982714295387,0.37204721570014954,88.6718521118164,0.42243316769599915,-12.981639862060547,150.23776245117188,0.03236812353134155,0.3288872539997101,88.10194396972656,0.6070837378501892,-16.21639060974121,150.25057983398438,0.03189266100525856,0.37368646264076233,88.70159912109375,0.41326987743377686
55,-5.831175804138184,150.3113250732422,0.030485838651657104,0.5082480311393738,87.36335754394531,0.5944610238075256,-9.196660995483398,150.32254028320312,0.03020954132080078,0.534434974193573,87.9720230102539,0.4564158320426941,-12.950096130371094,150.3009796142578,0.030858688056468964,0.47337305545806885,86.92333984375,0.7541859745979309,-16.194923400878906,150.32183837890625,0.030268821865320206,0.5291142463684082,87.91297912597656,0.5094900131225586
56,-5.802206993103027,150.3984375,0.028980331495404243,0.6518322229385376,86.38520050048828,0.6243482232093811,-9.173066139221191,150.4124298095703,0.02875663712620735,0.6732516884803772,87.17648315429688,0.5046839118003845,-12.915827751159668,150.38375854492188,0.029316024854779243,0.6195937395095825,85.72370147705078,0.7565969824790955,-16.172985076904297,150.412353515625,0.028747214004397392,0.6739142537117004,87.15538024902344,0.48547470569610596
57,-5.7727813720703125,150.50404357910156,0.027669524773955345,0.7760118842124939,85.46341705322266,0.5477689504623413,-9.148940086364746,150.52023315429688,0.02751983515918255,0.7906831502914429,86.41382598876953,0.4600163698196411,-12.879030227661133,150.48548889160156,0.02796638384461403,0.7475299835205078,84.57682800292969,0.7065310478210449,-16.146543502807617,150.51937866210938,0.027556532993912697,0.7873978018760681,86.33576202392578,0.4990707039833069
58,-5.702830791473389,150.76171875,0.026070479303598404,0.9275601506233215,83.59318542480469,0.45113039016723633,-9.090287208557129,150.78192138671875,0.026013297960162163,0.933338463306427,84.81349182128906,0.4027073383331299,-12.800379753112793,150.73959350585938,0.026168975979089737,0.9178134202957153,82.51959228515625,0.5189866423606873,-16.092899322509766,150.78306579589844,0.025957563892006874,0.9385498762130737,84.91752624511719,0.336509108543396
59,-5.674402236938477,150.9144287109375,0.025648154318332672,0.9667586088180542,83.05005645751953,0.18655699491500854,-9.068192481994629,150.93576049804688,0.025647848844528198,0.9670727849006653,84.38966369628906,0.14781340956687927,-12.760114669799805,150.8890838623047,0.02571742981672287,0.9600376486778259,81.64202880859375,0.3501356840133667,-16.07145118713379,150.93775939941406,0.025580406188964844,0.9737868309020996,84.53713989257812,0.11851446330547333
60,-5.656144142150879,151.0802001953125,0.025568846613168716,0.9745791554450989,83.02759552001953,-0.16412349045276642,-9.053670883178711,151.10238647460938,0.025576399639248848,0.9739848971366882,84.39474487304688,-0.134765625,-12.733787536621094,151.0529327392578,0.025613516569137573,0.9696272611618042,81.39523315429688,-0.0664977878332138,-16.056045532226562,151.10556030273438,0.025483055040240288,0.9830827116966248,84.50265502929688,-0.123199462890625
61,-5.636906147003174,151.2578887939453,0.02565235085785389,0.9669771194458008,83.13843536376953,-0.3119506239891052,-9.034987449645996,151.2807159423828,0.02565917931497097,0.9660892486572266,84.3891372680664,-0.1922607123851776,-12.71236515045166,151.22824096679688,0.02575119026005268,0.9574900269508362,81.55081939697266,-0.3596496284008026,-16.041231155395508,151.28546142578125,0.025563811883330345,0.9754465818405151,84.59680938720703,-0.25299072265625
62,-5.615260601043701,151.4468536376953,0.025842055678367615,0.9486244320869446,83.21444702148438,-0.3288573920726776,-9.015815734863281,151.470458984375,0.02585773356258869,0.9470398426055908,84.37727355957031,-0.2133179008960724,-12.68455696105957,151.41409301757812,0.02596309594810009,0.9369994401931763,81.6137466430664,-0.3667297065258026,-16.022289276123047,151.47618103027344,0.02577468752861023,0.9549218416213989,84.60816192626953,-0.22717274725437164
63,-5.588980197906494,151.64576721191406,0.026132812723517418,0.9204225540161133,83.16157531738281,-0.2388610690832138,-8.994994163513184,151.67062377929688,0.026148604229092598,0.9191316962242126,84.34700012207031,-0.18984980881214142,-12.654254913330078,151.6105194091797,0.02623927965760231,0.9103617072105408,81.59236907958984,-0.3188171684741974,-16.001201629638672,151.6772003173828,0.026083678007125854,0.9251968860626221,84.54698944091797,-0.1730041652917862
64,-5.562161922454834,151.85452270507812,0.026492727920413017,0.8860803842544556,83.08880615234375,-0.1904296576976776,-8.973163604736328,151.88052368164062,0.02650890313088894,0.8847211599349976,84.30807495117188,-0.16198720037937164,-12.623230934143066,151.8169708251953,0.02657298929989338,0.8784852027893066,81.57245635986328,-0.28124988079071045,-15.979537010192871,151.887939453125,0.026461753994226456,0.8891130089759827,84.48290252685547,-0.13995353877544403
65,-5.535200595855713,152.07249450683594,0.026897544041275978,0.8476264476776123,83.05254364013672,-0.1701965034008026,-8.950654029846191,152.09950256347656,0.026915740221738815,0.8459598422050476,84.27738189697266,-0.1397705227136612,-12.591439247131348,152.03271484375,0.026950225234031677,0.8425993919372559,81.57289123535156,-0.25048828125,-15.957472801208496,152.10775756835938,0.026884345337748528,0.8489105105400085,84.44039154052734,-0.12249761074781418
66,-5.5081305503845215,152.29905700683594,0.02732902392745018,0.8066589832305908,83.05854797363281,-0.1647339016199112,-8.927473068237305,152.32693481445312,0.02734985202550888,0.8046987056732178,84.2574234008789,-0.12133783847093582,-12.558538436889648,152.25706481933594,0.027355346828699112,0.8040840029716492,81.5830078125,-0.21768181025981903,-15.935311317443848,152.33602905273438,0.02733180858194828,0.806399405002594,84.4302749633789,-0.11856076866388321
67,-5.479785442352295,152.53347778320312,0.0277724452316761,0.7644825577735901,83.06722259521484,-0.14178466796875,-8.903583526611328,152.56224060058594,0.027796592563390732,0.7622354030609131,84.24496459960938,-0.10449222475290298,-12.524733543395996,152.4894256591797,0.02777690812945366,0.7640385627746582,81.6019515991211,-0.1891784369945526,-15.911787033081055,152.57208251953125,0.027789495885372162,0.7628774642944336,84.41371154785156,-0.09515380859375
68,-5.450362205505371,152.77516174316406,0.028221243992447853,0.7218279838562012,83.0677719116211,-0.11575312912464142,-8.878994941711426,152.80479431152344,0.028248213231563568,0.719294011592865,84.23678588867188,-0.08871456235647202,-12.489312171936035,152.72909545898438,0.028207015246152878,0.7231394052505493,81.6055679321289,-0.1491698920726776,-15.887640953063965,152.81532287597656,0.02825031243264675,0.7190822958946228,84.39734649658203,-0.078857421875
69,-5.419858932495117,153.02346801757812,0.028940657153725624,0.6771312355995178,83.05847930908203,-0.08682246506214142,-8.853715896606445,153.053955078125,0.028969764709472656,0.6743718385696411,84.23054504394531,-0.0727844312787056,-12.452714920043945,152.97547912597656,0.028642119839787483,0.6817962527275085,81.59741973876953,-0.11499020457267761,-15.862937927246094,153.06515502929688,0.028979530557990074,0.6734429597854614,84.38678741455078,-0.06564325094223022
70,-5.38877010345459,153.2778778076172,0.029884185642004013,0.630774736404419,83.05003356933594,-0.06857297569513321,-8.827794075012207,153.30917358398438,0.029915159568190575,0.6278446316719055,84.22410583496094,-0.057830847799777985,-12.414918899536133,153.2279510498047,0.029719237238168716,0.6357471346855164,81.57933044433594,-0.07980349659919739,-15.83764934539795,153.3209991455078,0.02993137203156948,0.6263078451156616,84.37902069091797,-0.05358884111046791
71,-5.356689453125,153.5377655029297,0.030529670417308807,0.5868634581565857,83.03504180908203,-0.04824826866388321,-8.801215171813965,153.5698699951172,0.030561218038201332,0.5838581919670105,84.21543884277344,-0.0444336012005806,-12.376368522644043,153.4860382080078,0.030434761196374893,0.5920407772064209,81.561279296875,-0.06021112948656082,-15.811655044555664,153.58224487304688,0.030582046136260033,0.5818774700164795,84.36814880371094,-0.040252700448036194
72,-5.323817253112793,153.80239868164062,0.031027449294924736,0.5436147451400757,83.01539611816406,-0.032073959708213806,-8.77397632598877,153.83531188964844,0.03105880692601204,0.5406026244163513,84.20179748535156,-0.0312805101275444,-12.33751392364502,153.7492218017578,0.030953215435147285,0.5503151416778564,81.55745697021484,-0.0567321702837944,-15.78515911102295,153.84823608398438,0.031082801520824432,0.5383486747741699,84.35614013671875,-0.03070070780813694
73,-5.290513038635254,154.0717010498047,0.03141693025827408,0.5042728185653687,82.99687194824219,-0.025573724880814552,-8.746125221252441,154.10537719726562,0.03144527226686478,0.501568078994751,84.18453216552734,-0.020568886771798134,-12.29859733581543,154.01663208007812,0.031395073980093,0.5075308680534363,81.58524322509766,-0.0639343410730362,-15.758051872253418,154.11878967285156,0.03147178515791893,0.49904775619506836,84.34129333496094,-0.0209655798971653
74,-5.256998062133789,154.34388732910156,0.031840287148952484,0.4589272141456604,82.98884582519531,-0.024597154930233955,-8.718039512634277,154.37820434570312,0.03187084197998047,0.4559970498085022,84.16923522949219,-0.01580807939171791,-12.259696960449219,154.28834533691406,0.03175647556781769,0.4687558710575104,81.62266540527344,-0.0714111253619194,-15.730548858642578,154.39205932617188,0.03189895674586296,0.4533332884311676,84.32357025146484,-0.012847880832850933
